EMP_ID,Role,Domain,Analytical Skills,Technical Proficiency,Communication Skills,Problem Solving Skills,test,dafedaf,lkjdhfdghj,Years of experience in Business Analysis,Experience of related Domain,Leadership-Team lead experience,etset,Bachelor's Degree,Master's Degree,KPI_Score,Proficiency in Programming Languages,"Database Management (SQL, NoSQL)",API Development and Integration,Knowledge of Frameworks,Understanding of Microservices Architecture,Years of experience in Bacend Engineer,"Scripting and Automation (Python, Bash)",Continuous Integration/Continuous Deployment,"Cloud Platforms ( AWS, Azure, GCP)",Configuration Management Tools,Monitoring and Logging Tools,Years of experience in DevOps Engineer,Leadership/Team lead experience,Proficiency in HTML/CSS,Proficiency in JavaScript/TypeScript,Knowledge of Frontend Frameworks/Libraries,UI/UX Design Principles,Responsive Design and Cross-Browser Compatibility,Years of experience in FrontEnd engineer,Proficiency in Frontend Technologies,Proficiency in Backend Technologies,Knowledge of Frontend Frameworks,Knowledge of Backend Frameworks,Years of experience in Fullstack engineer,planning & scheduling,Leadership and Team Management,Risk Management,Budgeting and Cost Control,Knowledge of Project Management Methodologies,Excellent communication,Test Automation,Knowledge of testing methodologies,Bug tracking and reporting,Years of experience in QA,Technical Expertise,Project Management Skills,Problem-Solving and Decision-Making,Communication and Collaboration,Years of experience in Tech Lead,Performance_Category
QU_SYN_320,Quality Assurance Engineer,Health,,,,,,,,,0 - 5,,,related,related,51.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Intermediate,Novice,Novice,Novice,5+ years,,,,,,Medium
QU_SYN_321,Quality Assurance Engineer,Finance,,,,,,,,,15+,,,related,related,63.5,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Novice,Novice,Intermediate,Novice,5+ years,,,,,,High
QU_SYN_322,Quality Assurance Engineer,Health,,,,,,,,,15+,,,related,Unrelated,60.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Advanced,Intermediate,Novice,Novice,5+ years,,,,,,Medium
QU_SYN_323,Quality Assurance Engineer,E-Commerce,,,,,,,,,6 - 14,,,related,Unrelated,56.5,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Intermediate,Novice,Intermediate,Intermediate,5+ years,,,,,,Medium
QU_SYN_324,Quality Assurance Engineer,Education,,,,,,,,,0 - 5,,,Unrelated,Unrelated,77.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Novice,Advanced,Advanced,Advanced,5+ years,,,,,,High
QU_SYN_325,Quality Assurance Engineer,Health,,,,,,,,,0 - 5,,,related,related,82.0,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Novice,Advanced,Advanced,Advanced,5+ years,,,,,,High
QU_SYN_326,Quality Assurance Engineer,Education,,,,,,,,,15+,,,related,Unrelated,65.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Novice,Intermediate,Intermediate,Advanced,3-5 years,,,,,,High
QU_SYN_327,Quality Assurance Engineer,E-Commerce,,,,,,,,,0 - 5,,,Unrelated,Unrelated,44.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Intermediate,Novice,Advanced,Intermediate,1-2 years,,,,,,Medium
QU_SYN_328,Quality Assurance Engineer,Health,,,,,,,,,6 - 14,,,related,Unrelated,47.5,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Intermediate,Novice,1-2 years,,,,,,Medium
QU_SYN_329,Quality Assurance Engineer,Health,,,,,,,,,15+,,,related,related,72.5,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Novice,Intermediate,Advanced,Advanced,3-5 years,,,,,,High
QU_SYN_330,Quality Assurance Engineer,E-Commerce,,,,,,,,,0 - 5,,,Unrelated,Unrelated,29.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Intermediate,Novice,Novice,Novice,1-2 years,,,,,,Low
QU_SYN_331,Quality Assurance Engineer,Health,,,,,,,,,6 - 14,,,related,related,65.5,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Advanced,Advanced,Intermediate,Advanced,1-2 years,,,,,,High
QU_SYN_332,Quality Assurance Engineer,Health,,,,,,,,,0 - 5,,,related,Unrelated,50.0,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Advanced,Intermediate,Novice,Intermediate,5+ years,,,,,,Medium
QU_SYN_333,Quality Assurance Engineer,Education,,,,,,,,,6 - 14,,,related,related,82.5,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Advanced,Advanced,Advanced,Advanced,3-5 years,,,,,,High
QU_SYN_334,Quality Assurance Engineer,Finance,,,,,,,,,0 - 5,,,Unrelated,Unrelated,61.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Advanced,Novice,Advanced,Advanced,5+ years,,,,,,High
QU_SYN_335,Quality Assurance Engineer,Education,,,,,,,,,15+,,,Unrelated,related,70.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Advanced,Advanced,Intermediate,Intermediate,3-5 years,,,,,,High
QU_SYN_336,Quality Assurance Engineer,E-Commerce,,,,,,,,,15+,,,related,related,59.0,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Intermediate,Novice,Intermediate,Advanced,3-5 years,,,,,,Medium
QU_SYN_337,Quality Assurance Engineer,Education,,,,,,,,,6 - 14,,,Unrelated,Unrelated,55.0,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Intermediate,Advanced,Advanced,Novice,1-2 years,,,,,,Medium
QU_SYN_338,Quality Assurance Engineer,E-Commerce,,,,,,,,,6 - 14,,,related,related,58.5,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Intermediate,Novice,Advanced,Novice,3-5 years,,,,,,Medium
QU_SYN_339,Quality Assurance Engineer,E-Commerce,,,,,,,,,15+,,,Unrelated,Unrelated,72.5,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Advanced,Advanced,Advanced,Intermediate,3-5 years,,,,,,High
QU_SYN_340,Quality Assurance Engineer,Education,,,,,,,,,6 - 14,,,Unrelated,related,73.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Novice,Advanced,Novice,Advanced,5+ years,,,,,,High
QU_SYN_341,Quality Assurance Engineer,Education,,,,,,,,,15+,,,Unrelated,Unrelated,60.5,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Intermediate,Advanced,Intermediate,Advanced,1-2 years,,,,,,High
QU_SYN_342,Quality Assurance Engineer,Education,,,,,,,,,0 - 5,,,Unrelated,Unrelated,46.5,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Novice,Intermediate,Advanced,Novice,3-5 years,,,,,,Medium
QU_SYN_343,Quality Assurance Engineer,Finance,,,,,,,,,15+,,,related,related,87.5,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Novice,Advanced,Advanced,Advanced,3-5 years,,,,,,High
QU_SYN_344,Quality Assurance Engineer,Health,,,,,,,,,15+,,,Unrelated,related,45.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Intermediate,Novice,Novice,Intermediate,1-2 years,,,,,,Medium
QU_SYN_345,Quality Assurance Engineer,Education,,,,,,,,,0 - 5,,,Unrelated,related,42.5,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Intermediate,Intermediate,1-2 years,,,,,,Medium
QU_SYN_346,Quality Assurance Engineer,Education,,,,,,,,,15+,,,related,related,68.0,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Advanced,Advanced,1-2 years,,,,,,High
QU_SYN_347,Quality Assurance Engineer,E-Commerce,,,,,,,,,0 - 5,,,related,Unrelated,53.0,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Intermediate,Advanced,Novice,Advanced,1-2 years,,,,,,Medium
QU_SYN_348,Quality Assurance Engineer,Finance,,,,,,,,,15+,,,related,related,68.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Advanced,Intermediate,1-2 years,,,,,,High
QU_SYN_349,Quality Assurance Engineer,Health,,,,,,,,,0 - 5,,,related,Unrelated,55.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Novice,Intermediate,5+ years,,,,,,Medium
QU_SYN_350,Quality Assurance Engineer,E-Commerce,,,,,,,,,15+,,,related,Unrelated,74.5,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Novice,Advanced,Intermediate,Novice,5+ years,,,,,,High
QU_SYN_351,Quality Assurance Engineer,Finance,,,,,,,,,15+,,,Unrelated,related,49.5,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Advanced,Novice,Novice,Intermediate,3-5 years,,,,,,Medium
QU_SYN_352,Quality Assurance Engineer,E-Commerce,,,,,,,,,0 - 5,,,Unrelated,related,41.5,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Intermediate,Novice,Novice,Intermediate,3-5 years,,,,,,Medium
QU_SYN_353,Quality Assurance Engineer,Health,,,,,,,,,15+,,,related,Unrelated,65.0,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Advanced,Advanced,Advanced,Novice,1-2 years,,,,,,High
QU_SYN_354,Quality Assurance Engineer,Health,,,,,,,,,15+,,,Unrelated,related,73.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Advanced,Advanced,Novice,Intermediate,5+ years,,,,,,High
QU_SYN_355,Quality Assurance Engineer,Education,,,,,,,,,6 - 14,,,related,Unrelated,60.5,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Novice,Advanced,Novice,Advanced,3-5 years,,,,,,High
QU_SYN_356,Quality Assurance Engineer,Health,,,,,,,,,15+,,,related,Unrelated,65.5,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Advanced,Advanced,Intermediate,Intermediate,1-2 years,,,,,,High
QU_SYN_357,Quality Assurance Engineer,Health,,,,,,,,,6 - 14,,,related,Unrelated,48.5,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Intermediate,Novice,Intermediate,Novice,5+ years,,,,,,Medium
QU_SYN_358,Quality Assurance Engineer,Health,,,,,,,,,6 - 14,,,related,related,43.0,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Novice,Novice,1-2 years,,,,,,Medium
QU_SYN_359,Quality Assurance Engineer,Education,,,,,,,,,15+,,,related,Unrelated,70.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Intermediate,Advanced,Novice,Novice,5+ years,,,,,,High
QU_SYN_360,Quality Assurance Engineer,E-Commerce,,,,,,,,,6 - 14,,,related,related,68.0,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Novice,Advanced,Novice,Intermediate,5+ years,,,,,,High
QU_SYN_361,Quality Assurance Engineer,E-Commerce,,,,,,,,,6 - 14,,,related,related,57.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Advanced,Novice,Novice,Intermediate,5+ years,,,,,,Medium
QU_SYN_362,Quality Assurance Engineer,Finance,,,,,,,,,15+,,,Unrelated,Unrelated,67.5,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Novice,Intermediate,Advanced,Advanced,3-5 years,,,,,,High
QU_SYN_363,Quality Assurance Engineer,Education,,,,,,,,,6 - 14,,,Unrelated,Unrelated,59.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Intermediate,Novice,Advanced,Intermediate,5+ years,,,,,,Medium
QU_SYN_364,Quality Assurance Engineer,Education,,,,,,,,,6 - 14,,,Unrelated,Unrelated,62.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Advanced,Intermediate,Advanced,Novice,5+ years,,,,,,High
QU_SYN_365,Quality Assurance Engineer,E-Commerce,,,,,,,,,0 - 5,,,related,Unrelated,56.5,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Advanced,Novice,3-5 years,,,,,,Medium
QU_SYN_366,Quality Assurance Engineer,E-Commerce,,,,,,,,,15+,,,Unrelated,related,60.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Novice,Intermediate,Novice,Novice,5+ years,,,,,,Medium
QU_SYN_367,Quality Assurance Engineer,Education,,,,,,,,,6 - 14,,,related,Unrelated,69.5,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Intermediate,Advanced,Intermediate,Novice,5+ years,,,,,,High
QU_SYN_368,Quality Assurance Engineer,Finance,,,,,,,,,15+,,,related,Unrelated,48.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Advanced,Intermediate,Novice,Novice,1-2 years,,,,,,Medium
QU_SYN_369,Quality Assurance Engineer,E-Commerce,,,,,,,,,6 - 14,,,Unrelated,Unrelated,50.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Advanced,Intermediate,Advanced,Novice,1-2 years,,,,,,Medium
QU_SYN_370,Quality Assurance Engineer,Health,,,,,,,,,15+,,,Unrelated,Unrelated,42.5,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Intermediate,Novice,1-2 years,,,,,,Medium
QU_SYN_371,Quality Assurance Engineer,Education,,,,,,,,,0 - 5,,,related,Unrelated,67.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Advanced,Intermediate,Advanced,Intermediate,5+ years,,,,,,High
QU_SYN_372,Quality Assurance Engineer,E-Commerce,,,,,,,,,0 - 5,,,Unrelated,related,57.5,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Intermediate,Advanced,Intermediate,Intermediate,1-2 years,,,,,,Medium
QU_SYN_373,Quality Assurance Engineer,E-Commerce,,,,,,,,,0 - 5,,,Unrelated,Unrelated,44.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Novice,Novice,Novice,Intermediate,5+ years,,,,,,Medium
QU_SYN_374,Quality Assurance Engineer,Finance,,,,,,,,,6 - 14,,,Unrelated,Unrelated,36.0,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Advanced,Novice,Intermediate,Novice,3-5 years,,,,,,Medium
QU_SYN_375,Quality Assurance Engineer,Health,,,,,,,,,15+,,,related,related,75.0,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Intermediate,Advanced,Intermediate,Advanced,3-5 years,,,,,,High
QU_SYN_376,Quality Assurance Engineer,Health,,,,,,,,,15+,,,Unrelated,related,62.5,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Advanced,Intermediate,3-5 years,,,,,,High
QU_SYN_377,Quality Assurance Engineer,Health,,,,,,,,,15+,,,Unrelated,Unrelated,68.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Advanced,Advanced,Novice,Intermediate,5+ years,,,,,,High
QU_SYN_378,Quality Assurance Engineer,Health,,,,,,,,,15+,,,Unrelated,Unrelated,63.0,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Novice,Advanced,Advanced,Intermediate,1-2 years,,,,,,High
QU_SYN_379,Quality Assurance Engineer,Health,,,,,,,,,15+,,,Unrelated,Unrelated,64.5,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Intermediate,Advanced,Intermediate,Novice,5+ years,,,,,,High
QU_SYN_380,Quality Assurance Engineer,Finance,,,,,,,,,0 - 5,,,related,Unrelated,60.0,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Intermediate,Advanced,Advanced,Intermediate,1-2 years,,,,,,Medium
QU_SYN_381,Quality Assurance Engineer,Health,,,,,,,,,0 - 5,,,related,related,67.0,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Intermediate,Advanced,Intermediate,Advanced,3-5 years,,,,,,High
QU_SYN_382,Quality Assurance Engineer,Health,,,,,,,,,6 - 14,,,related,Unrelated,58.0,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Advanced,Intermediate,Novice,Advanced,5+ years,,,,,,Medium
QU_SYN_383,Quality Assurance Engineer,Finance,,,,,,,,,6 - 14,,,Unrelated,Unrelated,57.5,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Advanced,Intermediate,Advanced,Advanced,3-5 years,,,,,,Medium
QU_SYN_384,Quality Assurance Engineer,Finance,,,,,,,,,6 - 14,,,related,Unrelated,55.5,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Novice,Intermediate,Novice,Advanced,3-5 years,,,,,,Medium
QU_SYN_385,Quality Assurance Engineer,E-Commerce,,,,,,,,,15+,,,Unrelated,Unrelated,44.5,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Intermediate,Novice,Novice,Intermediate,3-5 years,,,,,,Medium
QU_SYN_386,Quality Assurance Engineer,Health,,,,,,,,,0 - 5,,,Unrelated,Unrelated,47.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Novice,Novice,5+ years,,,,,,Medium
QU_SYN_387,Quality Assurance Engineer,Health,,,,,,,,,6 - 14,,,related,Unrelated,36.5,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Novice,Novice,Novice,Novice,3-5 years,,,,,,Medium
QU_SYN_388,Quality Assurance Engineer,Finance,,,,,,,,,0 - 5,,,Unrelated,related,55.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Novice,Intermediate,Advanced,Intermediate,1-2 years,,,,,,Medium
QU_SYN_389,Quality Assurance Engineer,E-Commerce,,,,,,,,,6 - 14,,,Unrelated,Unrelated,39.5,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Advanced,Novice,Novice,Intermediate,3-5 years,,,,,,Medium
QU_SYN_390,Quality Assurance Engineer,E-Commerce,,,,,,,,,6 - 14,,,Unrelated,related,56.5,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Intermediate,Novice,Advanced,Intermediate,3-5 years,,,,,,Medium
QU_SYN_391,Quality Assurance Engineer,Education,,,,,,,,,0 - 5,,,Unrelated,Unrelated,43.5,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Advanced,Novice,Advanced,Intermediate,3-5 years,,,,,,Medium
QU_SYN_392,Quality Assurance Engineer,Education,,,,,,,,,15+,,,Unrelated,related,78.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Advanced,Advanced,Advanced,Advanced,1-2 years,,,,,,High
QU_SYN_393,Quality Assurance Engineer,Finance,,,,,,,,,0 - 5,,,related,related,77.0,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Intermediate,Advanced,Advanced,Intermediate,5+ years,,,,,,High
QU_SYN_394,Quality Assurance Engineer,Health,,,,,,,,,6 - 14,,,related,Unrelated,64.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Novice,Novice,Advanced,Intermediate,5+ years,,,,,,High
QU_SYN_395,Quality Assurance Engineer,Education,,,,,,,,,6 - 14,,,related,related,90.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Novice,Advanced,Advanced,Advanced,5+ years,,,,,,High
QU_SYN_396,Quality Assurance Engineer,E-Commerce,,,,,,,,,15+,,,Unrelated,Unrelated,57.0,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Advanced,Advanced,Intermediate,Novice,3-5 years,,,,,,Medium
QU_SYN_397,Quality Assurance Engineer,E-Commerce,,,,,,,,,15+,,,Unrelated,related,64.5,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Advanced,Novice,3-5 years,,,,,,High
QU_SYN_398,Quality Assurance Engineer,E-Commerce,,,,,,,,,0 - 5,,,related,related,57.5,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Advanced,Advanced,Novice,Intermediate,3-5 years,,,,,,Medium
QU_SYN_399,Quality Assurance Engineer,Finance,,,,,,,,,6 - 14,,,related,Unrelated,44.5,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Advanced,Novice,Intermediate,Intermediate,1-2 years,,,,,,Medium
QU_SYN_400,Quality Assurance Engineer,Health,,,,,,,,,6 - 14,,,related,Unrelated,63.0,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Novice,Advanced,Novice,Intermediate,5+ years,,,,,,High
QU_SYN_401,Quality Assurance Engineer,Finance,,,,,,,,,15+,,,Unrelated,Unrelated,59.5,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Novice,Intermediate,Intermediate,Novice,5+ years,,,,,,Medium
QU_SYN_402,Quality Assurance Engineer,Education,,,,,,,,,0 - 5,,,Unrelated,Unrelated,56.5,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Intermediate,Advanced,Intermediate,Novice,5+ years,,,,,,Medium
QU_SYN_403,Quality Assurance Engineer,Health,,,,,,,,,15+,,,related,related,62.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Intermediate,Novice,3-5 years,,,,,,High
QU_SYN_404,Quality Assurance Engineer,Education,,,,,,,,,6 - 14,,,related,related,61.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Novice,Advanced,Novice,Intermediate,1-2 years,,,,,,High
QU_SYN_405,Quality Assurance Engineer,Finance,,,,,,,,,15+,,,Unrelated,related,54.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Advanced,Novice,Novice,Novice,5+ years,,,,,,Medium
QU_SYN_406,Quality Assurance Engineer,Education,,,,,,,,,0 - 5,,,related,related,64.5,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Advanced,Advanced,3-5 years,,,,,,High
QU_SYN_407,Quality Assurance Engineer,Education,,,,,,,,,0 - 5,,,Unrelated,Unrelated,27.0,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Novice,Novice,Novice,Intermediate,1-2 years,,,,,,Low
QU_SYN_408,Quality Assurance Engineer,Health,,,,,,,,,6 - 14,,,related,related,59.5,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Novice,Intermediate,Advanced,Novice,3-5 years,,,,,,Medium
QU_SYN_409,Quality Assurance Engineer,Finance,,,,,,,,,15+,,,Unrelated,related,70.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Intermediate,Advanced,Intermediate,Intermediate,3-5 years,,,,,,High
QU_SYN_410,Quality Assurance Engineer,Health,,,,,,,,,0 - 5,,,related,Unrelated,47.5,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Novice,Advanced,3-5 years,,,,,,Medium
QU_SYN_411,Quality Assurance Engineer,Health,,,,,,,,,6 - 14,,,related,Unrelated,65.0,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Advanced,Intermediate,5+ years,,,,,,High
QU_SYN_412,Quality Assurance Engineer,Education,,,,,,,,,15+,,,Unrelated,Unrelated,57.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Advanced,Novice,Novice,Advanced,5+ years,,,,,,Medium
QU_SYN_413,Quality Assurance Engineer,Finance,,,,,,,,,6 - 14,,,related,related,63.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Novice,Intermediate,5+ years,,,,,,High
QU_SYN_414,Quality Assurance Engineer,Health,,,,,,,,,15+,,,Unrelated,related,73.0,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Intermediate,Advanced,Novice,Advanced,5+ years,,,,,,High
QU_SYN_415,Quality Assurance Engineer,Finance,,,,,,,,,6 - 14,,,Unrelated,related,40.0,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Intermediate,Novice,Novice,Advanced,1-2 years,,,,,,Medium
QU_SYN_416,Quality Assurance Engineer,Finance,,,,,,,,,6 - 14,,,Unrelated,Unrelated,39.5,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Intermediate,Novice,Intermediate,Intermediate,1-2 years,,,,,,Medium
QU_SYN_417,Quality Assurance Engineer,Health,,,,,,,,,6 - 14,,,Unrelated,Unrelated,58.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Advanced,Advanced,1-2 years,,,,,,Medium
QU_SYN_418,Quality Assurance Engineer,Health,,,,,,,,,15+,,,Unrelated,Unrelated,63.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Novice,Advanced,5+ years,,,,,,High
QU_SYN_419,Quality Assurance Engineer,E-Commerce,,,,,,,,,15+,,,related,related,64.5,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Intermediate,Novice,5+ years,,,,,,High
QU_SYN_420,Quality Assurance Engineer,Health,,,,,,,,,0 - 5,,,Unrelated,Unrelated,48.0,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Intermediate,Advanced,Novice,Intermediate,1-2 years,,,,,,Medium
QU_SYN_421,Quality Assurance Engineer,Education,,,,,,,,,15+,,,related,related,68.0,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Advanced,Intermediate,Advanced,Advanced,1-2 years,,,,,,High
QU_SYN_422,Quality Assurance Engineer,Education,,,,,,,,,6 - 14,,,related,Unrelated,46.0,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Novice,Advanced,1-2 years,,,,,,Medium
QU_SYN_423,Quality Assurance Engineer,E-Commerce,,,,,,,,,0 - 5,,,Unrelated,Unrelated,54.0,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Advanced,Novice,5+ years,,,,,,Medium
QU_SYN_424,Quality Assurance Engineer,Education,,,,,,,,,0 - 5,,,Unrelated,Unrelated,53.5,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Novice,Novice,Advanced,Advanced,3-5 years,,,,,,Medium
QU_SYN_425,Quality Assurance Engineer,Education,,,,,,,,,0 - 5,,,related,related,62.0,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Novice,Advanced,Advanced,Novice,1-2 years,,,,,,High
QU_SYN_426,Quality Assurance Engineer,Finance,,,,,,,,,0 - 5,,,Unrelated,related,39.5,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Novice,Intermediate,Intermediate,Novice,1-2 years,,,,,,Medium
QU_SYN_427,Quality Assurance Engineer,Health,,,,,,,,,0 - 5,,,Unrelated,Unrelated,67.0,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Advanced,Advanced,Advanced,Intermediate,5+ years,,,,,,High
QU_SYN_428,Quality Assurance Engineer,Finance,,,,,,,,,15+,,,related,related,79.5,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Novice,Advanced,Advanced,Novice,3-5 years,,,,,,High
QU_SYN_429,Quality Assurance Engineer,Education,,,,,,,,,0 - 5,,,Unrelated,related,39.5,,,,,,,,,,,,,Non-Lead,,,,,,,,,,,,,,,,,Novice,Intermediate,Intermediate,Novice,1-2 years,,,,,,Medium
QU_SYN_430,Quality Assurance Engineer,E-Commerce,,,,,,,,,15+,,,related,Unrelated,64.5,,,,,,,,,,,,,Leadership,,,,,,,,,,,,,,,,,Novice,Intermediate,Intermediate,Novice,5+ years,,,,,,High
